asset,intrinsic,kb,slot,required,routes,components,alt,code
src/assets/configurator/context-fire.jpg,1024x1024,151,Inline illustration / card,1600x900 (16:9),/$lang/product-configurator,src/routes/$lang.product-configurator.tsx,,"fire: ctxFire,"
src/assets/configurator/context-roof.jpg,1024x1024,93,Inline illustration / card,1600x900 (16:9),/$lang/product-configurator,src/routes/$lang.product-configurator.tsx,,"roof: ctxRoof,"
src/assets/configurator/context-wall.jpg,1024x1024,91,Inline illustration / card,1600x900 (16:9),/$lang/product-configurator,src/routes/$lang.product-configurator.tsx,,"wall: ctxWall,"
src/assets/configurator/hero-configurator.jpg,1536x1024,117,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/product-configurator,src/routes/$lang.product-configurator.tsx,NEVO sandwich panel — engineering render,src={heroImg}
src/assets/corporate/careers-hero.jpg,1920x1088,217,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/careers,src/routes/$lang.careers.tsx,NEVO engineering team,src={heroImg}
src/assets/corporate/contact-hero.jpg,1920x1088,249,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/contact,src/routes/$lang.contact.tsx,,src={heroImg}
src/assets/corporate/investor-hero.jpg,1920x1088,164,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/investors,src/routes/$lang.investors.tsx,Executive boardroom Dubai,src={heroImg}
src/assets/corporate/sustainability-hero.jpg,1920x1088,287,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/sustainability,src/routes/$lang.sustainability.tsx,Solar-panel factory rooftop at golden hour,src={heroImg}
src/assets/downloads/hero-engineering-portrait.png.asset.json,CDN pointer,0,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/download-center,src/routes/$lang.download-center.tsx,,src={heroImg.url}
src/assets/engineering/01-hero.jpg,1920x1088,318,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO continuous sandwich panel production line,src={img01}
src/assets/engineering/02-factory.jpg,1600x1072,211,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,Factory engineering overview — 3D rendered production plant,src={img02}
src/assets/engineering/03-team.jpg,1600x1072,129,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO engineering team reviewing factory plans,src={img03}
src/assets/engineering/04-3d.jpg,1600x1067,155,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO engineer working on a 3D factory model,src={img04}
src/assets/engineering/05-layout.jpg,1024x1024,93,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img05,"
src/assets/engineering/06-flow.jpg,1024x1024,235,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img06,"
src/assets/engineering/07-process.jpg,1600x1067,197,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img07,"
src/assets/engineering/08-equip.jpg,1600x1067,209,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img08,"
src/assets/engineering/09-utility.jpg,1024x1024,174,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img09,"
src/assets/engineering/10-electrical.jpg,1600x1067,215,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO electrical control cabinet and HMI,src={img10}
src/assets/engineering/11-construction.jpg,1600x1067,181,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img11,"
src/assets/engineering/12-installation.jpg,1600x1067,229,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img12,"
src/assets/engineering/13-commissioning.jpg,1600x1067,228,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img13,"
src/assets/engineering/14-training.jpg,1600x1067,212,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img14,"
src/assets/engineering/15-optimization.jpg,1024x1024,132,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,OEE and production optimization dashboard,src={img15}
src/assets/engineering/16-qc.jpg,1024x1024,111,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO quality control lab technician,src={img16}
src/assets/engineering/17-finished.jpg,1024x1024,215,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO finished sandwich panels stacked and packaged,src={img17}
src/assets/engineering/18-raw.jpg,1024x1024,154,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO raw materials — steel coils and chemical IBCs,src={img18}
src/assets/engineering/19-pid.jpg,1024x1024,135,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img19,"
src/assets/engineering/20-general.jpg,1024x1024,144,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img20,"
src/assets/engineering/21-structural.jpg,1024x1024,258,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img21,"
src/assets/engineering/22-capacity.jpg,1024x1024,89,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img22,"
src/assets/engineering/23-roi.jpg,1024x1024,119,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img23,"
src/assets/engineering/24-timeline.jpg,1024x1024,133,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,,"img: img24,"
src/assets/engineering/25-materials.jpg,1024x1024,105,Inline illustration / card,1600x900 (16:9),/$lang/solutions/engineering-consultancy,src/routes/$lang.solutions.engineering-consultancy.tsx,NEVO raw materials and chemical systems lineup,src={img25}
src/assets/estimator/est-eq1.png.asset.json,CDN pointer,0,Inline illustration / card,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,,"{ img: eq1, title: ""Double Belt Laminator"", units: ""2 Units"" },"
src/assets/estimator/est-eq2.png.asset.json,CDN pointer,0,Inline illustration / card,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,,"{ img: eq2, title: ""PIR Foaming Machine"", units: ""2 Units"" },"
src/assets/estimator/est-eq3.png.asset.json,CDN pointer,0,Inline illustration / card,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,,"{ img: eq3, title: ""Roll Forming Line"", units: ""2 Lines"" },"
src/assets/estimator/est-eq4.png.asset.json,CDN pointer,0,Inline illustration / card,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,,"{ img: eq4, title: ""Flying Saw"", units: ""2 Units"" },"
src/assets/estimator/est-eq5.png.asset.json,CDN pointer,0,Inline illustration / card,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,,"{ img: eq5, title: ""Stacking System"", units: ""2 Units"" },"
src/assets/estimator/est-layout.png.asset.json,CDN pointer,0,Card / section cover,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,Factory Layout,src={layoutImg.url}
src/assets/estimator/est-panel-hero.png.asset.json,CDN pointer,0,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,Panel cross-section,src={panelHero.url}
src/assets/estimator/est-report.png.asset.json,CDN pointer,0,Card / section cover,1600x900 (16:9),/$lang/ai-project-estimator,src/routes/$lang.ai-project-estimator.tsx,Report Preview,src={reportImg.url}
src/assets/factory-layouts/fl-01-master.jpg,1024x1024,204,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl01,"
src/assets/factory-layouts/fl-02-3d.jpg,1024x1024,178,Card / section cover,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl02,; src={fl02}"
src/assets/factory-layouts/fl-03-production-flow.jpg,1024x1024,177,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl03,"
src/assets/factory-layouts/fl-04-material-flow.jpg,1024x1024,116,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl04,"
src/assets/factory-layouts/fl-05-warehouse.jpg,1024x1024,190,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl05,"
src/assets/factory-layouts/fl-06-utility.jpg,1024x1024,167,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl06,"
src/assets/factory-layouts/fl-07-office.jpg,1024x1024,150,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl07,"
src/assets/factory-layouts/fl-08-truck.jpg,1024x1024,142,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl08,"
src/assets/factory-layouts/fl-09-expansion.jpg,1024x1024,199,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl09,"
src/assets/factory-layouts/fl-10-completed.jpg,1024x1024,152,Inline illustration / card,1600x900 (16:9),/$lang/factory-layouts,src/routes/$lang.factory-layouts.tsx,,"img: fl10,"
src/assets/industries/tile-01.jpg,1264x848,129,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-02.jpg,1264x848,104,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-03.jpg,1264x848,125,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-04.jpg,1264x848,188,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-05.jpg,1264x848,190,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];; src={t05}"
src/assets/industries/tile-06.jpg,1264x848,167,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-07.jpg,1600x1067,195,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-08.jpg,1600x1067,200,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-09.jpg,1600x1067,261,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-10.jpg,1600x1024,145,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-11.jpg,1024x1024,228,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-12.jpg,1024x1024,142,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const INDUSTRY_IMGS = [t01, t02, t03, t04, t05, t06, t07, t08, t09, t10, t11, t12];"
src/assets/industries/tile-13.jpg,1024x1024,157,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-14.jpg,1024x1024,125,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-15.jpg,1024x1024,126,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-16.jpg,1024x1024,160,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-17.jpg,1024x1024,160,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-18.jpg,1024x1024,98,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const APP_IMGS = [t13, t14, t15, t16, t17, t18];"
src/assets/industries/tile-19.jpg,1024x1024,72,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const PANEL_IMGS = [t19, t20, t21, t22, t23];"
src/assets/industries/tile-20.jpg,1024x1024,60,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const PANEL_IMGS = [t19, t20, t21, t22, t23];"
src/assets/industries/tile-21.jpg,1024x1024,100,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const PANEL_IMGS = [t19, t20, t21, t22, t23];"
src/assets/industries/tile-22.jpg,1024x1024,110,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const PANEL_IMGS = [t19, t20, t21, t22, t23];"
src/assets/industries/tile-23.jpg,1024x1024,76,Inline illustration / card,1600x900 (16:9),/$lang/industries,src/routes/$lang.industries.tsx,,"const PANEL_IMGS = [t19, t20, t21, t22, t23];"
src/assets/installation/inst-01-machine-installation.jpg,1024x1024,176,Card / section cover,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst01,; src={inst01}"
src/assets/installation/inst-02-mechanical-alignment.jpg,1024x1024,107,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst02,"
src/assets/installation/inst-03-electrical-installation.jpg,1024x1024,134,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst03,"
src/assets/installation/inst-04-plc-scada.jpg,1024x1024,88,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst04,"
src/assets/installation/inst-05-first-panel.jpg,1024x1024,147,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst05,"
src/assets/installation/inst-06-fat.jpg,1024x1024,172,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst06,"
src/assets/installation/inst-07-sat.jpg,1024x1024,131,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst07,"
src/assets/installation/inst-08-training.jpg,1024x1024,137,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst08,"
src/assets/installation/inst-09-remote-support.jpg,1024x1024,108,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst09,"
src/assets/installation/inst-10-aftersales.jpg,1024x1024,163,Inline illustration / card,1600x900 (16:9),/$lang/installation-commissioning,src/routes/$lang.installation-commissioning.tsx,,"img: inst10,"
src/assets/knowledge/01_blueprint.jpg,1920x1280,245,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.knowledge-hub.tsx,,"cover: k01,; [src_k01]: og_k01,"
src/assets/knowledge/02_cad.jpg,1024x1024,86,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];; {[k04, k02, k05, k33].map((img, i) => ("
src/assets/knowledge/03_3d_factory.jpg,1920x1280,443,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"// Legacy k03/k06 references kept for future body imagery; export const _unused_covers = [k03, k06];; [src_k03]: og_k03,; const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; src={k03}; { ti"
src/assets/knowledge/04_meeting.jpg,1024x1024,152,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];; {[k04, k02, k05, k33].map((img, i) => ("
src/assets/knowledge/05_calculations.jpg,1024x1024,107,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];; {[k04, k02, k05, k33].map((img, i) => ("
src/assets/knowledge/06_production_line.jpg,1920x1280,263,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"// Legacy k03/k06 references kept for future body imagery; export const _unused_covers = [k03, k06];; [src_k06]: og_k06,; const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; const PROCESS_I"
src/assets/knowledge/07_laminator.jpg,1920x1280,208,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"cover: k07,; [src_k07]: og_k07,; const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];; { title: ""Inside a NEVO PIR laminator"", "
src/assets/knowledge/10_stacking.jpg,1024x1024,194,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];"
src/assets/knowledge/11_ppgi.jpg,1024x1024,81,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];"
src/assets/knowledge/14_polyol.jpg,1920x1280,247,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts,,"cover: k14,; [src_k14]: og_k14,"
src/assets/knowledge/16_rockwool.jpg,1920x1280,416,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts,,"cover: k16,; [src_k16]: og_k16,"
src/assets/knowledge/17_pir_panel.jpg,1920x1280,118,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"cover: k17,; [src_k17]: og_k17,; const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];"
src/assets/knowledge/21_coldroom_panel.jpg,1920x1280,284,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.knowledge-hub.tsx,,"cover: k21,; [src_k21]: og_k21,; { title: ""Cold room cam-lock installation"", min: 5, cover: k21 },"
